Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.6711185308848,-0.487804878048777,4.41176470588236,-0.782472613458523,1.73501577287065,..,..,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..
American Samoa,ASM,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..
American Samoa,ASM,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,50908,50209,49761,49225,48342,47521,46765,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,42819.7577456133,41257.816459345,37361.1070081615,42425.7066454357,42414.0479861228,46812.4261013102,49303.6491674336,..
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.58876549046354,2.01554763848308,-11.1839399355384,8.28677879049404,9.56461225648184,2.58355480961319,3.37182032638998,..
Andorra,AND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..
Andorra,AND,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,18.0104652921679,15.5264238134716,15.0217984709598,11.6434481524489,14.2213295948546,16.0626743426895,..
Andorra,AND,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..
Andorra,AND,"Population, total",SP.POP.TOTL,75162,76474,77380,78364,79705,80856,81938,..
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2860.0936483682,2493.67884440177,1759.35619918264,2303.90812662776,3682.1131513698,2916.13663284275,2665.87444776753,..
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.59441122698307,-0.204680245744115,-4.04244724639663,2.10275251923413,4.21600258475137,1.26330814020108,4.42390664406875,..
Angola,AGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,19.628937970152,17.080954143438,22.2715392470509,25.754294884189,21.3552901320822,13.6441017767714,28.2404948915772,..
Angola,AGO,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,8.26988653763387,6.36332599336486,1.48153175557465,10.557440687931,8.96477515056049,3.90508703150085,6.24744044837087,..
Angola,AGO,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,84.2843625797666,96.5947267900598,148.159899274824,108.138096106725,62.7115153094556,74.5628642843282,79.5726391511001,..
Angola,AGO,"Population, total",SP.POP.TOTL,31297155,32375632,33451132,34532429,35635029,36749906,37885849,..
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,18273.4270684912,18896.3721832248,15369.6082250401,17348.6006987182,20105.1989085164,21494.5474000727,23542.4526945578,..
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.71200487159726,3.1722219373937,-18.8687765208148,8.17286311186622,9.10780623385958,2.42736300110336,3.65638765956977,..
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.20715793367007,1.43135598182983,0.625989707046719,2.06299638545334,7.53107834634288,5.06713865364212,6.19886698842115,..
Antigua and Barbuda,ATG,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-13.9937660480859,-6.50528434529466,-15.5663867272565,-17.5774816563177,-15.0063215489718,-13.216154327667,-7.30428670439041,..
Antigua and Barbuda,ATG,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,90926,91364,91846,92349,92840,93316,93772,..
Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,6699.18058175457,6674.34224402621,5739.41283580539,6697.41498492196,7950.35581975672,7513.89907880749,7583.81170078144,..
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.67255324455269,1.74778112240244,-5.30102786914752,4.43160883511413,7.00775934349392,1.63495022269882,1.70353102787844,..
Arab World,ARB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..
Arab World,ARB,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..
Arab World,ARB,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..
Arab World,ARB,"Population, total",SP.POP.TOTL,435998060,444281315,453723239,460646603,471352066,482105978,492612632,..
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,11752.7998922979,9955.97478680428,8535.59938004389,10738.0179223384,13962.1894087223,14261.8465667948,13969.7836603737,..
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.61739646282038,-2.00086100285785,-9.9004848136464,10.4418119882506,6.02074537534855,-1.85578803046339,-1.34293072157739,..
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,34.2772237131003,53.5483043492339,42.0150947376509,48.4093786255199,72.430757531824,133.488935594175,219.883929014578,..
Argentina,ARG,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-5.16055257152295,-0.779998447561847,0.696935361136029,1.36154422203441,-0.62525456692328,-3.1951463789585,0.893118418089374,..
Argentina,ARG,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,54.8960712180333,65.2499452681964,68.0983401439473,51.6176877458835,40.0821942544545,39.9528949452964,39.0583452380588,..
Argentina,ARG,"Population, total",SP.POP.TOTL,44654882,44973465,45191965,45312281,45407904,45538401,45696159,..
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,4196.00562301769,4597.22887399548,4268.68093304583,4685.17997128509,6571.97445545099,8159.08720967996,8556.21406956719,..
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.19999999965324,7.59999999853918,-7.19999999920631,5.80000000065645,12.5999999997766,8.29999999959539,5.90000000046228,..
Armenia,ARM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.52023382001637,1.44344660770698,1.21143577838464,7.1848362944337,8.64091108973854,1.98041877615553,0.269511978259125,..
Armenia,ARM,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-7.2281230237955,-7.05686573000043,-3.99777390668492,-3.39629418665849,0.737867280509602,-2.77026594121126,-4.60216691099963,..
Armenia,ARM,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,84.732912100644,86.0748926105104,105.006642730875,104.151886769747,83.8849419476276,67.5888031767855,65.9870950657396,..
Armenia,ARM,"Population, total",SP.POP.TOTL,2969000,2962500,2961500,2962300,2969200,2964300,3033500,..
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,30082.1584226798,30645.8906024548,22759.8071750722,26749.3296093118,30975.9989121779,35718.7531191634,39498.5941293797,..
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.21247111920076,1.22511225158814,-23.8979898352395,14.7306159219273,10.6364309604414,7.70679839650956,6.81077669324542,..
Aruba,ABW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.6260414135296,4.25746204335427,..,..,..,..,..,..
Aruba,ABW,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-0.59136646769686,2.53380248998849,-12.8046064501285,2.75111908453426,6.93602302823432,5.07202388667267,..,..
Aruba,ABW,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..
Aruba,ABW,"Population, total",SP.POP.TOTL,108908,109203,108587,107700,107310,107359,107995,..
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,57410.1737346009,55194.7585097428,51983.4523666382,60758.9044397144,65169.5191118657,65058.3773146674,64603.9856308464,..
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.87417039499501,2.19401703622717,-0.133531904304775,2.00694844335034,4.25304559238732,3.58382100798981,1.37340773365975,..
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.91140002818579,1.610770929127,0.846900734607273,2.86391284709318,6.59409658717841,5.59701792296707,3.16656665428797,..
Australia,AUS,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-2.58947975974169,-0.0757460083721138,1.64272242623868,2.44729769999573,0.254202501603949,-0.433071259302466,-2.2387970876291,..
Australia,AUS,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..
Australia,AUS,"Population, total",SP.POP.TOTL,24963258,25334826,25649248,25685412,26018721,26659922,27196812,..
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,51194.0749841299,49885.9947355204,48716.4098900349,53648.6437976214,52336.7725223758,56579.504175468,58268.8787651601,..
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.48422114080024,1.75497619649288,-6.31825509209936,4.92309171717903,5.33096379400371,-0.786244288594673,-0.659089573171372,..
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.99837981429548,1.53089564152643,1.38191063351853,2.7666666666667,8.54686993188457,7.81413417002831,2.93791574279375,..
Austria,AUT,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,0.908176708238318,2.38423045289808,3.3513779974929,1.71590187553909,-0.826550284589036,1.31277352992302,1.53088550116276,..
Austria,AUT,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..
Austria,AUT,"Population, total",SP.POP.TOTL,8840521,8879920,8916864,8955797,9041851,9131761,9177982,..
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,4739.7943123408,4805.75371765917,4229.91064904503,5408.04535175023,7770.594223351,7133.02838048328,7283.8499076179,..
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.50040167167313,2.47980879185565,-4.19896065333343,5.61644027150554,4.71468033247649,1.35447749115767,4.07140205008956,..
Azerbaijan,AZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.26854690373999,2.61057182799215,2.75980947008127,6.65029912708778,13.8522590144267,8.7854304984908,2.21217188919901,..
Azerbaijan,AZE,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,12.6823769245212,8.70455620187564,-0.740874280795446,14.9620003998682,29.7916946512237,11.5001296207861,6.2854774135843,..
Azerbaijan,AZE,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,36.7062470497771,35.4882895436333,38.6218709117582,29.0146661756027,21.0241211321362,21.615448196512,17.0427856612147,..
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,9939771,10024283,10093121,10137750,10141756,10153958,10202830,..
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,32642.3353203452,33640.3369861278,26178.7537607708,30367.8605757708,34957.1613279737,38231.774484278,39455.4466548546,..
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.39795510823548,-0.838585871193203,-20.0893664891399,17.5861390037409,10.8779009410268,3.04824180553773,3.37866553336166,..
"Bahamas, The",BHS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.26586346678735,2.49123527368045,0.0385210980054557,2.90491262928478,5.60540633583043,3.05291578969742,0.409162489083286,..
"Bahamas, The",BHS,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-8.70002668448313,-2.60210078588536,-22.0443509738872,-20.2208763533214,-8.86961547540973,-7.00069253380099,-6.64860795366669,..
"Bahamas, The",BHS,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,392717,394675,395863,396373,397538,399440,401283,..
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,26324.4066549559,27259.7438599327,24342.8444554718,27147.8083882286,30470.5219276023,29290.1284215098,29653.5682731534,..
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.05258864979861,2.05287774418655,-5.9113629524152,4.35004091668986,6.18016125475185,3.87811614845566,2.60379670648454,..
Bahrain,BHR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.08766938046978,1.00582004702136,-2.31770629331378,-0.60631938514085,3.62574104304482,0.0746206782192255,0.919635459817651,..
Bahrain,BHR,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-6.15289066217848,-1.9640978432404,-9.05383693445987,6.37213530677418,14.7198235888135,5.84398348945117,4.84382883306724,..
Bahrain,BHR,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..
Bahrain,BHR,"Population, total",SP.POP.TOTL,1503091,1483756,1472204,1504365,1524693,1577059,1588670,..
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,1965.24372731467,2129.79896954606,2248.85078828233,2482.84917843357,2716.48592780431,2551.01773827307,2593.41611680774,..
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.31941263014136,7.88191515117722,3.44801755122445,6.93867912442445,7.09982877575158,5.77511237007889,4.22325911250161,..
Bangladesh,BGD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.54362139486476,5.59199639930629,5.69107474746211,5.54565430773473,7.69695437176898,9.8835030377921,10.4657482763412,..
Bangladesh,BGD,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-2.20783912081882,-0.839485005371134,0.31894044196432,-3.78969259910934,-3.81010813041235,-1.64602823544154,-0.669466607987832,..
Bangladesh,BGD,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,17.0924802738604,17.0856511809436,18.8853836099419,20.8766117836117,20.2659753173734,22.285488486933,22.2547977203389,..
Bangladesh,BGD,"Population, total",SP.POP.TOTL,163523103,164913055,166298024,167658854,169384897,171466990,173562364,..
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,21381.2426303209,21912.1501242857,19194.4919736739,21079.6145271791,24387.0387293761,25583.878782727,26544.8707282621,..
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.2760241773002,0.227712137486577,-14.3647119341564,-0.0967779613221893,17.2264626793379,2.914357359625,2.4822621396186,..
Barbados,BRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.1060057242059,1.67662473276987,..,..,..,3.18718905472631,1.44643664306159,..
Barbados,BRB,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..
Barbados,BRB,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..
Barbados,BRB,"Population, total",SP.POP.TOTL,280711,281207,281698,282147,282318,282336,282467,..
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,6360.037502312,6837.77339645635,6542.85579976768,7489.71894713888,7994.64806074889,7896.75388295584,8317.63399913792,..
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.14919758275296,1.44645548204305,-0.672742918585868,2.43886210234947,-4.65839591328999,4.12654007153881,4.00984852465452,..
Belarus,BLR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.87230220550689,5.59815595039853,5.5481435745651,9.46028389623105,15.2096752740809,5.00059903091312,5.78531910427998,..
Belarus,BLR,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,0.0381469405173492,-1.93416658791779,-0.290687853658269,3.33503209952537,3.81254519379628,-1.03659609651183,-2.14397812062974,..
Belarus,BLR,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,67.0009807620654,65.1747660547607,70.9847643016215,62.0622832088135,56.3947988685637,52.4376285095848,46.1452886653758,..
Belarus,BLR,"Population, total",SP.POP.TOTL,9438785,9419758,9379952,9302585,9228071,9178298,9132629,..
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,47487.2100392561,46716.6227467964,45906.2875805246,51658.238294958,50605.7496677086,55291.4754541329,56614.5679499036,..
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.87796847383565,2.4428900448156,-4.7929839083518,6.25445686466593,3.9562379757933,1.71412195515242,1.07045413019414,..
Belgium,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.05316499865177,1.43681956996438,0.740791812220343,2.44024851144084,9.597511728725,4.04901077613941,3.14349136500041,..
Belgium,BEL,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-0.874098516086553,0.123098549898877,0.903941469932536,1.86830945601438,-1.82151513615887,0.182293395406711,-0.378788145846837,..
Belgium,BEL,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..
Belgium,BEL,"Population, total",SP.POP.TOTL,11427054,11488980,11538604,11586195,11680210,11779946,11858610,..
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,6011.99036888587,6171.61449761423,5238.54078175696,6142.98930557031,7068.21728043145,7424.75821321022,7681.24400583113,..
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.822068592512508,4.25658710030072,-13.5228997055506,17.9899244143607,9.25051329530994,0.500127941638667,3.50466435023895,..
Belize,BLZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.269982622646335,0.187069385181424,0.121434644614893,3.2356365923707,6.27689319447543,4.38984017487674,3.28955985952768,..
Belize,BLZ,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-6.59667558600349,-7.7543527144913,-6.24826598310846,-6.5003688908631,-8.2753170919124,-0.647401889300038,-1.61270028881818,..
Belize,BLZ,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,63.1433493052864,61.9332736035164,77.0009327522602,61.9874859473581,54.2321774965168,51.3692267076717,46.0428964719523,..
Belize,BLZ,"Population, total",SP.POP.TOTL,380226,385829,390812,395346,402733,411106,417072,..
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1151.7409703472,1130.82135339795,1200.19426557789,1318.65158075198,1266.42711031904,1394.17784721831,1485.38018885134,..
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.69725362180888,6.86568662848335,3.84879240030133,7.1554516457574,6.25294705373625,6.3527773854442,7.45311566226201,..
Benin,BEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.919170717886053,0.732849371241066,3.02272119663759,1.73353962694035,1.35077863583527,2.73870078406074,1.16093089640415,..
Benin,BEN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-4.5491953448839,-3.99948140400368,-1.74648575797682,-4.15352071063382,-5.68712530548323,-8.17628006592928,..,..
Benin,BEN,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,48.5044887424269,48.4523108206094,54.7130728796589,59.6659345183529,63.163660783078,64.4103774213458,66.5543408193995,..
Benin,BEN,"Population, total",SP.POP.TOTL,12383347,12726755,13070169,13413417,13759501,14111034,14462724,..
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,113204.82210838,115798.040775578,106976.546239632,112765.08167306,121613.939983629,132604.439086216,142855.374713782,..
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.432801300339307,0.307106461240664,-6.82757303480177,4.60742917109469,6.47622571186707,4.91721557264164,5.97253260071749,..
Bermuda,BMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..
Bermuda,BMU,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,12.3021020474022,11.2979726598327,12.3973356197448,13.1996284714516,14.4112672754604,15.3894080314537,..,..
Bermuda,BMU,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..
Bermuda,BMU,"Population, total",SP.POP.TOTL,63831,64107,64382,64648,64749,64698,64636,..
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,3400.20417245342,3576.87987100503,3191.66906999331,3570.61257980872,3711.32767981591,3831.32535494609,..,..
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.50187185732737,5.75514851246506,-10.2183974208569,4.42136738945015,5.21386783786224,4.63215704523927,..,..
Bhutan,BTN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.72396386183713,2.72643037388832,5.62936522632507,7.3468144053353,5.6391667139637,4.22934419929251,2.76131569624097,..
Bhutan,BTN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-18.5091513975915,-18.3062679862316,-15.5091108691023,-11.5313120542653,-27.8005472490936,-33.9073870744829,-19.4017851160479,..
Bhutan,BTN,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,112.222258298103,111.877606026612,139.831817651251,125.138819900092,115.015506284534,114.49950351728,..,..
Bhutan,BTN,"Population, total",SP.POP.TOTL,759759,764824,770006,775442,780914,786385,791524,..
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,4206.8552936661,4203.15492855788,3580.96761778303,4010.76053686204,4219.46113742445,4274.70820547613,4421.16609889999,..
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.86808404814794,1.50672102666863,-12.7194690092717,10.0290488827886,3.74741781241461,2.51636590154891,-1.12335595517212,..
Bolivia,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.27205987230154,1.83954504969025,0.940742153381849,0.737383721452274,1.74632872945968,2.57688800489192,5.09976568317427,..
Bolivia,BOL,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-3.56297103526121,-2.78472958459749,-0.0376136227262251,3.32421194395374,2.26510260577012,-2.23776284504888,-2.37784777133423,..
Bolivia,BOL,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,33.7006008149571,35.6998390215282,42.5818186341753,40.697891574053,37.2686637973882,37.1837075987323,32.5376974869568,..
Bolivia,BOL,"Population, total",SP.POP.TOTL,11508368,11671386,11816299,11937360,12077154,12244159,12413315,..
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,6047.84707207392,6122.37541352353,6130.31187968266,7295.34378682258,7655.59421024383,8663.02326458629,9358.78768951134,..
